ticket_id,booking_id,customer_id,category,severity,workflow,created_ts,resolved_ts,first_response_hours,resolution_hours,csat_score,escalated_flag
TCK100032,CNR8893726,CID8335294,Service Availability Complaint,Low,auto_routing,2024-03-23 12:06:37.929840435,2024-03-23 15:50:56.340628495,0.745369590144832,3.7384474411278243,4,False
TCK100033,CNR3449107,CID8684841,Driver Complaint,High,auto_routing,2024-03-30 14:31:28.469364673,2024-03-30 22:44:47.369126876,1.8638143367875015,8.22191660061191,3,True
TCK100034,CNR3734278,CID6462328,Refund Request,Medium,legacy_manual,2024-11-04 18:08:33.617709668,2024-11-05 09:36:10.381235831,4.710365840290144,15.460212090600857,4,False
TCK100035,CNR7677229,CID8986725,Refund Request,Medium,auto_routing,2024-07-31 18:12:56.017525959,2024-07-31 23:36:11.981085978,1.3757071362327522,5.387767655560992,4,False
TCK100036,CNR3434703,CID3333217,Ride Safety Concern,High,auto_routing,2024-02-20 23:42:06.452138467,2024-02-21 06:16:47.774499575,1.1497473963407958,6.578145100308333,3,False
TCK100037,CNR6129081,CID2998238,Booking Issue,Low,legacy_manual,2024-01-26 18:50:42.657216290,2024-01-26 22:36:13.135247285,0.5990417736302297,3.7584661197205946,4,False
TCK100038,CNR1224347,CID5493342,Refund Request,High,legacy_manual,2024-08-09 01:14:16.527460500,2024-08-11 04:46:53.604802791,16.963031725068713,51.54363259508054,2,False
TCK100039,CNR7658099,CID8951576,Refund Request,Medium,legacy_manual,2024-03-12 03:58:58.207382378,2024-03-12 07:09:21.654439095,0.4880518537887256,3.173179737976628,4,False
TCK100040,CNR2607733,CID5637874,Refund Request,High,legacy_manual,2024-08-10 22:29:37.716746544,2024-08-11 00:13:55.946302710,0.2847343455441326,1.7383970989347226,3,False
TCK100041,CNR7311169,CID2529885,Refund Request,Medium,legacy_manual,2024-11-18 22:31:03.370895618,2024-11-19 16:53:50.036924294,5.727037969719149,18.379629452409755,3,False
TCK100042,CNR4259279,CID7993999,Refund Request,Medium,legacy_manual,2024-01-12 12:35:18.898475906,2024-01-13 15:35:25.022713732,8.283821400261122,27.00170117717395,3,False
TCK100043,CNR3191144,CID5636263,Driver Complaint,Critical,auto_routing,2024-02-23 04:44:25.481864307,2024-02-23 22:39:46.772224297,5.827423750197512,17.922580655553254,2,False
TCK100044,CNR8412946,CID7723858,Refund Request,Medium,legacy_manual,2024-07-12 18:09:35.865442470,2024-07-13 06:08:03.763118199,3.297774505488524,11.974416021036008,3,False
TCK100045,CNR5534901,CID9231793,Ride Safety Concern,High,auto_routing,2024-09-26 15:31:04.753544492,2024-09-27 13:03:08.600411315,6.147856421971907,21.534401907451297,3,False
TCK100046,CNR7435840,CID9084957,Refund Request,Medium,auto_routing,2024-12-03 00:25:05.987969389,2024-12-03 06:43:55.259222066,1.1082797268183895,6.313686459076897,4,False
TCK100047,CNR6511558,CID5808222,General Inquiry,Medium,auto_routing,2024-07-17 01:16:09.314663361,2024-07-17 09:55:09.314099255,1.3680773213357202,8.649999843303803,4,False
TCK100048,CNR1801249,CID2012161,Driver Complaint,High,auto_routing,2024-06-14 21:46:22.198134558,2024-06-15 06:07:50.648605402,1.704616744262492,8.357902908568146,4,False
TCK100049,CNR2395349,CID3389825,Refund Request,Medium,legacy_manual,2024-04-27 00:20:17.237379918,2024-04-27 19:49:59.575365421,5.47175802487502,19.495093884862353,3,False
TCK100050,CNR6569789,CID3372949,Refund Request,Medium,auto_routing,2024-12-22 09:36:02.975777851,2024-12-23 00:40:15.697979463,5.1212683855516,15.070200611559299,4,False
TCK100051,CNR2969701,CID1401223,Booking Issue,Medium,legacy_manual,2024-06-14 14:56:36.379665583,2024-06-14 21:08:43.630731176,1.2889206511452806,6.2020141848874015,4,False
TCK100052,CNR7957879,CID3277993,Service Availability Complaint,Low,legacy_manual,2024-08-14 18:37:50.839747928,2024-08-15 02:11:54.009891826,2.5773309235731494,7.5675472621936795,4,True
TCK100053,CNR3649243,CID2049171,Refund Request,Medium,auto_routing,2024-03-07 14:06:34.259819243,2024-03-07 15:47:14.226101453,0.35334450366480546,1.6777684117245761,4,False
TCK100054,CNR1155206,CID3865002,Refund Request,Medium,auto_routing,2024-03-03 18:18:16.839371316,2024-03-03 22:12:07.214389845,1.102551541008095,3.89732639403622,4,False
TCK100055,CNR5137585,CID3906781,Booking Issue,Low,legacy_manual,2024-09-06 17:40:12.379344436,2024-09-06 21:32:22.933557680,0.7546625889437323,3.8695983925683377,3,False
TCK100056,CNR7372127,CID2108992,Driver Complaint,High,legacy_manual,2024-12-25 10:15:18.811057031,2024-12-26 01:27:20.043548621,3.620359066991997,15.200342358775474,3,False
TCK100057,CNR1675599,CID9232923,Refund Request,Medium,auto_routing,2024-05-01 15:08:16.399637449,2024-05-01 19:18:10.563572708,1.2370100180353507,4.165045537572124,4,False
TCK100058,CNR1935772,CID2909332,Driver Complaint,High,legacy_manual,2024-01-12 22:07:25.366772557,2024-01-13 02:32:42.118183427,0.7209036280605883,4.42131983635347,4,False
TCK100059,CNR4969264,CID8159457,Refund Request,Medium,auto_routing,2024-07-28 02:28:37.461143183,2024-07-28 17:30:46.312738247,4.609229574151071,15.035792109739505,4,False
TCK100060,CNR7041241,CID1368334,Refund Request,Medium,legacy_manual,2024-11-28 21:51:03.371554192,2024-11-29 03:54:06.196726022,2.0384050651269834,6.050784769953372,3,False
TCK100061,CNR8035160,CID5283020,Refund Request,Medium,legacy_manual,2024-08-30 20:25:28.369678410,2024-08-30 22:21:10.488152652,0.6016090242374174,1.9283662428447226,4,False
TCK100062,CNR2775291,CID9116623,Vehicle Issue,High,auto_routing,2024-08-17 22:44:15.922800705,2024-08-19 04:50:31.932532241,8.720495855608531,30.10444714764914,3,True
TCK100063,CNR4263854,CID3967495,Refund Request,High,auto_routing,2024-02-18 20:27:56.285076442,2024-02-19 06:19:03.395749508,1.4823616711172576,9.851975186963045,4,False
TCK100064,CNR8243301,CID7666967,Driver Complaint,High,legacy_manual,2024-08-13 13:46:32.022447637,2024-08-14 00:25:42.965872915,3.599656943668933,10.653039840354836,3,False
TCK100065,CNR9897424,CID8433669,Vehicle Issue,High,auto_routing,2024-12-25 17:00:19.111519323,2024-12-26 17:18:25.716569819,5.7188074751160904,24.301834736249397,2,True
TCK100066,CNR9659819,CID5653812,Booking Issue,Low,auto_routing,2024-01-21 00:17:40.440387525,2024-01-21 07:00:10.454020817,2.2795613659795873,6.708337120358772,4,False
TCK100067,CNR4467044,CID9935423,Refund Request,High,auto_routing,2024-08-04 10:53:50.092637932,2024-08-05 07:10:35.674096393,3.298965323625718,20.279328182905704,3,False
TCK100068,CNR7686844,CID4485200,Driver Complaint,Critical,legacy_manual,2024-04-30 00:39:52.815026182,2024-05-04 21:58:35.719078620,30.858102930271144,117.311917792344,2,True
TCK100069,CNR3128056,CID1669827,Driver Complaint,Critical,auto_routing,2024-09-13 16:03:18.571105066,2024-09-14 09:01:31.424554679,5.554155004348011,16.970237069337426,3,False
TCK100070,CNR1511311,CID3430917,Driver Complaint,High,auto_routing,2024-08-20 11:23:37.674601922,2024-08-21 09:42:00.085716496,7.130234649889966,22.306225309603814,3,False
TCK100071,CNR8674052,CID9232244,Refund Request,High,auto_routing,2024-04-09 00:02:37.885548966,2024-04-09 04:04:16.633385054,1.1240977485744554,4.027429954469129,3,False
TCK100072,CNR2392283,CID7179926,Vehicle Issue,Medium,auto_routing,2024-07-31 02:21:40.132529303,2024-07-31 09:14:46.290357889,2.3536541343180155,6.885043841274118,4,False
TCK100073,CNR7692801,CID4418657,Refund Request,High,auto_routing,2024-05-01 22:12:50.141461620,2024-05-03 16:34:26.372817128,10.614722798000656,42.36006426541921,2,False
TCK100074,CNR5115903,CID1437336,Refund Request,Medium,auto_routing,2024-07-24 05:39:28.399772965,2024-07-24 17:08:15.713732287,1.7626488097750133,11.479809433145158,4,False
TCK100075,CNR7223335,CID9786042,Refund Request,Medium,legacy_manual,2024-05-13 18:45:51.382195609,2024-05-14 00:18:50.039956042,0.9493592772620432,5.549627155675688,4,False
TCK100076,CNR9513281,CID8578287,Service Availability Complaint,Low,legacy_manual,2024-02-05 20:45:14.314065818,2024-02-06 00:53:59.741955495,1.006241617571769,4.145952191577394,4,False
TCK100077,CNR6838313,CID6286831,Refund Request,Medium,auto_routing,2024-09-22 20:47:16.650955773,2024-09-23 01:54:38.282428482,0.9886438048375017,5.122675409086112,4,False
TCK100078,CNR7513763,CID5819264,Refund Request,Medium,legacy_manual,2024-07-25 03:12:41.277518330,2024-07-26 12:32:15.477382888,6.088240776832044,33.32616662904366,3,False
TCK100079,CNR5699093,CID6044294,Driver Complaint,High,auto_routing,2024-12-01 13:33:59.162788294,2024-12-02 17:42:55.851472546,6.256238427978893,28.14908019006987,3,False
TCK100080,CNR4811296,CID7470261,General Inquiry,Low,legacy_manual,2024-01-27 15:37:55.856936403,2024-01-28 02:48:10.417095803,3.3736836644351667,11.170711155388863,4,False
TCK100081,CNR6421218,CID2328704,Ride Safety Concern,High,legacy_manual,2024-12-26 12:49:37.865188729,2024-12-26 21:57:11.047597815,3.1636774685278586,9.125884002523753,3,False
TCK100082,CNR2229358,CID7586583,Booking Issue,Low,legacy_manual,2024-03-07 14:28:28.174304332,2024-03-07 18:23:32.443475396,0.6942297295276859,3.9178525475179113,4,False
TCK100083,CNR4246484,CID4625807,Refund Request,Medium,legacy_manual,2024-01-02 14:44:01.365656614,2024-01-03 11:46:10.030932385,6.322359704230063,21.03574035438063,3,False
TCK100084,CNR9882850,CID8976182,Driver Complaint,High,legacy_manual,2024-01-21 23:09:12.093891218,2024-01-25 01:02:53.130583965,12.704772467193175,73.89473241465207,2,False
TCK100085,CNR3377580,CID3773482,Service Availability Complaint,Low,auto_routing,2024-02-25 00:36:31.442376561,2024-02-25 04:13:47.920698052,0.6221015561876444,3.621243978192008,4,False
TCK100086,CNR9208205,CID2712013,Refund Request,Medium,legacy_manual,2024-09-06 22:42:00.557789557,2024-09-07 00:14:33.824318480,0.2520922615463732,1.5425740358119644,3,False
TCK100087,CNR8005201,CID8692503,Refund Request,High,legacy_manual,2024-08-09 23:35:45.348092526,2024-08-11 05:52:33.476878116,7.136013641720311,30.28003577377537,3,True
TCK100088,CNR7702733,CID7542922,Service Availability Complaint,Low,legacy_manual,2024-03-30 00:31:30.372767314,2024-03-30 10:13:33.255241482,3.212672442005359,9.700800687269462,5,False
TCK100089,CNR9212883,CID7774837,General Inquiry,Low,auto_routing,2024-05-15 15:07:22.291067599,2024-05-15 17:24:53.682973015,0.3617382754814382,2.2920533070603204,4,False
TCK100090,CNR1089514,CID4125399,Refund Request,Medium,auto_routing,2024-10-02 17:37:11.961851340,2024-10-02 22:04:10.306503598,1.0374312474647738,4.449540181183292,4,False
TCK100091,CNR1643972,CID3506515,Refund Request,Medium,auto_routing,2024-01-03 19:39:27.353759784,2024-01-04 05:13:02.794279050,2.1107401658325213,9.559844588684717,3,False
TCK100092,CNR8016082,CID3400110,Service Availability Complaint,Low,auto_routing,2024-09-27 23:54:30.819253000,2024-09-28 04:26:25.360581116,1.2384681433254303,4.531817035587943,5,False
TCK100093,CNR8525908,CID4158986,Driver Complaint,High,auto_routing,2024-05-13 22:30:44.308531568,2024-05-14 02:56:27.705702089,0.8542462775714429,4.428721436256481,3,True
TCK100094,CNR6347706,CID7676450,Driver Complaint,High,legacy_manual,2024-01-23 23:42:51.648086126,2024-01-24 10:28:39.507789898,2.4076582222784726,10.763294362159137,2,True
TCK100095,CNR5038976,CID8313729,Refund Request,Medium,auto_routing,2024-12-22 09:24:46.409786268,2024-12-22 18:34:46.533012847,1.7402684563796325,9.16670089627231,3,False
TCK100096,CNR9755184,CID3811968,Refund Request,Medium,auto_routing,2024-10-16 17:53:21.247112314,2024-10-16 20:46:51.050390700,0.6141952145897936,2.891612021773815,5,False
TCK100097,CNR9380391,CID2765374,Ride Safety Concern,High,auto_routing,2024-02-26 09:09:45.238754961,2024-02-28 00:13:28.271417327,12.61041099683599,39.06195351732391,2,True
TCK100098,CNR7937909,CID3192355,Driver Complaint,High,auto_routing,2024-09-07 15:41:30.129473553,2024-09-08 09:51:41.494820214,3.9684410722390973,18.169823707405946,4,True
TCK100099,CNR5517053,CID8551973,Refund Request,Medium,legacy_manual,2024-05-12 14:11:13.951559871,2024-05-13 02:46:17.236283130,3.4460506629252814,12.584245756461103,4,False
TCK100100,CNR8024437,CID8921274,Refund Request,Medium,auto_routing,2024-02-16 09:24:47.238350363,2024-02-16 17:49:23.717342304,2.0194150620831177,8.410133053317358,4,False
TCK100101,CNR5377230,CID7586347,Refund Request,High,auto_routing,2024-05-19 11:01:20.341612381,2024-05-19 20:25:08.540392973,2.2849468347926116,9.396721883497793,3,True
TCK100102,CNR3120739,CID5285181,Service Availability Complaint,Low,auto_routing,2024-12-18 21:19:45.411461996,2024-12-19 02:22:31.887548499,1.4641004517717038,5.04624335736188,4,False
TCK100103,CNR4763532,CID3554977,Refund Request,Medium,auto_routing,2024-12-27 20:55:54.826815938,2024-12-28 01:09:17.436319724,0.98639289475994,4.222947084384617,4,False
TCK100104,CNR8129409,CID3329487,Refund Request,Medium,legacy_manual,2024-01-18 20:35:12.238027911,2024-01-20 10:23:19.670812659,7.078344291500769,37.802064662430375,3,False
TCK100105,CNR2244899,CID7332345,Refund Request,High,auto_routing,2024-07-05 22:42:40.724384815,2024-07-08 15:24:05.848031391,16.910281609174895,64.69031212404927,3,True
TCK100106,CNR7015962,CID3453799,Ride Safety Concern,High,auto_routing,2024-05-27 00:18:06.237275148,2024-05-27 10:37:22.582916292,1.9919184341559717,10.321207122540134,4,False
TCK100107,CNR8765520,CID9963800,Driver Complaint,High,legacy_manual,2024-12-05 21:24:08.953041637,2024-12-06 10:38:08.054737408,3.378303034523302,13.23308380438056,3,False
TCK100108,CNR4566796,CID7109338,Refund Request,Medium,legacy_manual,2024-07-16 21:20:17.028162840,2024-07-17 01:12:43.206663476,0.89833845406996,3.8739384723986263,4,False
TCK100109,CNR4733031,CID4204069,Refund Request,Medium,auto_routing,2024-08-02 14:24:38.044772712,2024-08-03 02:51:08.063515389,2.1937275989627594,12.441671872966424,4,False
TCK100110,CNR4704280,CID7724201,General Inquiry,Low,legacy_manual,2024-06-10 22:01:50.683356565,2024-06-11 03:34:37.269651801,1.298220672774069,5.546273970898705,4,False
TCK100111,CNR9910547,CID7267162,Driver Complaint,Critical,legacy_manual,2024-01-31 13:16:44.206631995,2024-02-02 07:46:43.714876221,7.68484287334671,42.49986340117409,2,False
TCK100112,CNR5568712,CID1277528,Refund Request,Medium,legacy_manual,2024-07-24 16:44:34.714066356,2024-07-25 00:14:58.501331902,2.5469786574251456,7.5066075737628095,3,False
TCK100113,CNR4151102,CID4892044,General Inquiry,Medium,legacy_manual,2024-06-30 12:57:02.883520912,2024-07-01 02:50:18.683089800,4.511986870990725,13.887722102469167,3,False
TCK100114,CNR4083167,CID7168786,Refund Request,Medium,legacy_manual,2024-08-30 20:07:05.634197340,2024-08-31 02:10:50.895367817,2.1055592757174226,6.062572547355197,4,False
TCK100115,CNR3404014,CID5570791,Booking Issue,Low,auto_routing,2024-10-20 23:31:59.914942815,2024-10-21 01:14:32.207885885,0.38131774286971104,1.7089702619640021,5,False
TCK100116,CNR4980486,CID7482953,Driver Complaint,High,auto_routing,2024-04-26 18:53:53.066099044,2024-04-27 04:07:35.596370543,1.9614727402834662,9.228480630972236,4,False
TCK100117,CNR1278315,CID8911337,Driver Complaint,Critical,auto_routing,2024-10-06 08:06:49.485141227,2024-10-06 17:19:06.325787633,1.7978975968891162,9.204677957334537,2,False
TCK100118,CNR8990210,CID6785239,Service Availability Complaint,Low,auto_routing,2024-08-03 14:20:11.353491548,2024-08-03 17:59:25.116253236,0.8946995933996357,3.653822989358285,4,False
TCK100119,CNR5743864,CID4720271,Driver Complaint,High,legacy_manual,2024-04-09 23:17:24.472013395,2024-04-10 05:35:00.163686407,2.1598204932936067,6.293247686948071,3,False
TCK100120,CNR5362803,CID7155427,Refund Request,Medium,auto_routing,2024-11-08 12:00:59.155894601,2024-11-08 17:30:49.344678859,1.1724163876643838,5.497274662294472,4,False
TCK100121,CNR2751689,CID2451322,Driver Complaint,Critical,auto_routing,2024-02-11 01:07:46.053233427,2024-02-11 14:17:39.908005668,3.3950589028670173,13.164959658955638,2,False
TCK100122,CNR4859116,CID7339139,Refund Request,Medium,legacy_manual,2024-07-08 11:28:32.028772314,2024-07-08 19:42:41.356989356,2.7116123802775562,8.235924504733928,4,False
TCK100123,CNR5062372,CID4198911,Refund Request,High,auto_routing,2024-11-12 20:44:51.939985613,2024-11-13 01:19:43.895860426,0.9464825905429661,4.5810988541149555,3,False
TCK100124,CNR4635927,CID7012211,Service Availability Complaint,Low,auto_routing,2024-04-24 18:53:12.339492168,2024-04-24 20:58:45.334632621,0.6513947933135489,2.0924986501259153,4,False
TCK100125,CNR1176861,CID5753303,Driver Complaint,High,legacy_manual,2024-07-22 16:04:05.761549001,2024-07-24 06:25:35.426466421,7.276951449587484,38.35824025483915,2,False
TCK100126,CNR5605609,CID4841601,Driver Complaint,High,legacy_manual,2024-08-12 11:34:28.706208635,2024-08-13 04:26:00.956796776,3.527361276161247,16.858958496706048,3,False
TCK100127,CNR5012798,CID6112870,Service Availability Complaint,Low,auto_routing,2024-02-18 18:51:55.223752008,2024-02-19 00:45:51.988503169,1.0189509570171067,5.899101319767128,5,False
TCK100128,CNR3253442,CID8239451,Refund Request,Medium,legacy_manual,2024-10-02 19:45:29.081080060,2024-10-03 10:54:36.275437711,4.7950815462565055,15.151998432681484,4,False
TCK100129,CNR5984068,CID4463716,Booking Issue,Low,legacy_manual,2024-08-04 14:41:23.447770602,2024-08-04 18:28:47.429079564,0.8123542606934561,3.789994808044987,4,False
TCK100130,CNR4429410,CID2136964,Service Availability Complaint,Medium,legacy_manual,2024-09-21 19:07:22.142150841,2024-09-21 21:12:26.320349111,0.5041065220011416,2.0844939439640076,3,False
TCK100131,CNR6855175,CID2378462,Driver Complaint,High,auto_routing,2024-05-07 07:23:26.564955146,2024-05-07 18:10:37.278808545,3.551327548827514,10.786309403722433,3,False
TCK100132,CNR1152211,CID5831862,Booking Issue,Low,legacy_manual,2024-01-28 15:21:27.291941358,2024-01-28 22:25:58.829801724,1.911657750712578,7.075427183434953,4,False
TCK100133,CNR1519687,CID5319443,Refund Request,Medium,auto_routing,2024-09-29 20:23:50.830441411,2024-09-30 04:46:58.909923724,1.7834538413033525,8.385577633976277,3,False
TCK100134,CNR9384775,CID3283799,Refund Request,High,auto_routing,2024-08-31 13:39:15.522769360,2024-09-02 09:51:26.923943951,8.037829315258346,44.20316699294214,3,True
TCK100135,CNR4994271,CID7526547,Driver Complaint,Critical,auto_routing,2024-01-27 17:05:26.198722247,2024-01-28 08:30:50.680674517,4.383599603762654,15.423467208963695,3,False
TCK100136,CNR9417908,CID1765887,Service Availability Complaint,Low,auto_routing,2024-04-17 20:53:20.804001120,2024-04-18 00:40:27.459879140,0.7324270236258871,3.7851821883389096,5,False
TCK100137,CNR9210257,CID8880509,Refund Request,Medium,auto_routing,2024-10-06 19:57:15.489431425,2024-10-07 13:50:09.128343884,3.6123837127808343,17.881566364571857,4,False
TCK100138,CNR2790295,CID1412150,Refund Request,High,legacy_manual,2024-11-10 17:56:14.433397174,2024-11-11 12:50:16.346099288,5.308423152764898,18.90053130614334,4,False
TCK100139,CNR7634326,CID9472411,Refund Request,Medium,auto_routing,2024-12-05 22:16:57.026891332,2024-12-06 04:19:48.866107441,1.4890462236229296,6.047733115586408,4,False
TCK100140,CNR2445755,CID9195579,Ride Safety Concern,Critical,auto_routing,2024-02-11 23:17:12.842227940,2024-02-12 15:20:12.149367062,4.199840032184025,16.04980753864545,3,True
TCK100141,CNR1203467,CID6344325,Vehicle Issue,High,legacy_manual,2024-04-01 01:21:31.621805849,2024-04-01 13:26:29.674120293,2.9148008136956376,12.08279230956824,3,True
TCK100142,CNR9066364,CID8737089,Service Availability Complaint,Low,legacy_manual,2024-12-22 18:01:45.634460139,2024-12-22 20:53:26.903677323,0.9485878526941848,2.8614636714401387,4,False
TCK100143,CNR2540295,CID9167744,Driver Complaint,High,auto_routing,2024-07-01 09:09:12.168694160,2024-07-02 06:19:19.133380089,3.3548493867582634,21.168601301647403,3,True
TCK100144,CNR1620017,CID4868040,Refund Request,High,legacy_manual,2024-07-06 04:17:11.963967424,2024-07-06 14:41:40.732365364,2.6004951544286907,10.407991221650128,3,False
TCK100145,CNR9306152,CID9461842,Service Availability Complaint,Low,auto_routing,2024-11-09 16:36:18.630274945,2024-11-09 18:54:21.205105421,0.4308443126281186,2.300715230687528,4,False
TCK100146,CNR2738265,CID9926474,Refund Request,High,legacy_manual,2024-01-21 02:46:28.387833863,2024-01-21 13:08:46.762046275,2.3411821037582032,10.371770614559285,4,False
TCK100147,CNR3219966,CID1752407,Vehicle Issue,High,legacy_manual,2024-03-24 12:06:11.188791784,2024-03-25 05:36:42.831204274,4.153321609822208,17.50878955902452,3,False
TCK100148,CNR8967861,CID3540282,Booking Issue,Low,auto_routing,2024-09-14 21:45:18.306239726,2024-09-15 02:30:29.336686122,1.5345778067256046,4.753064012887646,5,False
TCK100149,CNR1211238,CID5244516,Driver Complaint,High,legacy_manual,2024-10-26 19:44:30.845667401,2024-10-29 20:13:40.093882676,20.236317598766977,72.48590228202093,2,False
TCK100150,CNR1840812,CID2497733,Vehicle Issue,Medium,auto_routing,2024-10-23 07:53:43.772474703,2024-10-23 11:32:12.346015737,0.9782527306731515,3.6412704280652597,4,False
TCK100151,CNR8974635,CID8044093,Refund Request,Medium,auto_routing,2024-05-17 23:25:03.243519708,2024-05-18 15:49:44.295837950,4.45411429688323,16.411403421733976,4,False
